Case.Number,Time,Date,Location,Accident.Type,Tickets
B8-048007,2018-05-31T13:34:00Z,2018-05-31T05:00:00Z,N 70 bet EASTBOROUGH and S ELDORA,NA,NA
B8-048028,2018-05-31T14:15:00Z,2018-05-31T05:00:00Z,4375 S 33 ST CT bet PARKING LOT and STAR CITY,H&R,B8-048028
B8-048029,2018-05-31T14:35:00Z,2018-05-31T05:00:00Z,W FLETCHER bet NW 4 and NW 7,NA,B8-048029
B8-048030,2018-05-31T14:27:00Z,2018-05-31T05:00:00Z,N 27 at T,H&R,NA
B8-048031,2018-05-31T14:00:00Z,2018-05-31T05:00:00Z,S 27 bet N and O,NA,B8-048031
B8-048040,2018-05-31T15:05:00Z,2018-05-31T05:00:00Z,S 40 at L,INJURY,B8-048040
B8-048050,2018-05-31T16:44:00Z,2018-05-31T05:00:00Z,SAUNDERS at N ANTELOPE VALL,NA,B8-048050
B8-048058,2018-05-31T16:34:00Z,2018-05-31T05:00:00Z,PIONEERS bet S 56 and S 58,INJURY,B8-048058
B8-048063,2018-05-31T00:00:00Z,2018-05-31T05:00:00Z,A bet S 11 and S 12,INJURY    H&R,B8-048063
B8-048065,2018-05-31T16:51:00Z,2018-05-31T05:00:00Z,L bet S 10 and S 9,NA,NA
B8-048074,2018-05-31T17:12:00Z,2018-05-31T05:00:00Z,O at COTNER,NA,B8-048074
B8-048077,2018-05-31T17:16:00Z,2018-05-31T05:00:00Z,S 37 bet SEWELL and SOUTH,NA,NA
B8-048080,2018-05-31T17:15:00Z,2018-05-31T05:00:00Z,N 27 at DUDLEY,NA,B8-048080
B8-048085,2018-05-31T00:00:00Z,2018-05-31T05:00:00Z,at 2600 S 48,H&R,NA
B8-048088,2018-05-31T00:00:00Z,2018-05-31T05:00:00Z,OREGON bet NW 6 and NW 7,H&R,NA
B8-048092,2018-05-31T15:55:00Z,2018-05-31T05:00:00Z,N 33 bet CORNHUSKER and GLADSTONE,INJURY    H&R,NA
B8-048100,2018-05-31T00:00:00Z,2018-05-31T05:00:00Z,CHAPARRAL CR bet DEAD END and SMOKY HILL,H&R,NA
B8-048102,2018-05-31T17:53:00Z,2018-05-31T05:00:00Z,3441 ADAMS ST ; A&B AUTO PARKING LOT,No report,NA
B8-048107,2018-05-31T18:07:00Z,2018-05-31T05:00:00Z,at 2741 A,H&R,B8-048107
B8-048112,2018-05-31T18:37:00Z,2018-05-31T05:00:00Z,N 84 bet ADAMS and MARKET DR,NA,B8-048112
B8-048141,2018-05-31T20:05:00Z,2018-05-31T05:00:00Z,2701 N 70 at APT PARKING LOT,INJURY,NA
B8-048146,2018-05-31T06:10:00Z,2018-05-31T05:00:00Z,625 S 70 bet PARKING LOT and NE SURGERY CENTE,NA,NA
B8-048185,2018-05-31T16:18:00Z,2018-05-31T05:00:00Z,3940 J ST,No report,NA
B8-048186,2018-05-31T22:28:00Z,2018-05-31T05:00:00Z,9 at O,NA,B8-048186
B8-048257,2018-06-01T05:14:00Z,2018-06-01T05:00:00Z,S 27 bet NEBR HWY and PICCADILLY,H&R,NA
B8-048265,2018-06-01T06:43:00Z,2018-06-01T05:00:00Z,N 29 bet PEAR and W,H&R,NA
B8-048297,2018-06-01T09:19:00Z,2018-06-01T05:00:00Z,S 48TH ST / OLD CHENEY RD ;EB,No report,NA
B8-048306,2018-06-01T10:08:00Z,2018-06-01T05:00:00Z,P bet N 28 and N 29,H&R,NA
B8-048309,2018-06-01T10:05:00Z,2018-06-01T05:00:00Z,A bet REGENCY and S 70,NA,B8-048309
B8-048319,2018-06-01T11:13:00Z,2018-06-01T05:00:00Z,NW 49 at W HUNTINGTON,INJURY,NA
B8-048347,2018-06-01T12:18:00Z,2018-06-01T05:00:00Z,S 40 bet LEESBURG and LARKWOOD,NA,B8-048347
B8-048357,2018-06-01T13:15:00Z,2018-06-01T05:00:00Z,OLD CHENEY bet VANDERVOORT DR and NEBR HWY,INJURY,B8-048357
B8-048368,2018-06-01T13:40:00Z,2018-06-01T05:00:00Z,O bet SKYWAY and WEDGEWOOD,H&R,NA
B8-048370,2018-06-01T00:00:00Z,2018-06-01T05:00:00Z,at 3420 CLEVELAND,H&R,NA
B8-048372,2018-06-01T14:00:00Z,2018-06-01T05:00:00Z,S 17 at GARFIELD,H&R,NA
B8-048373,2018-06-01T14:05:00Z,2018-06-01T05:00:00Z,SUPERIOR bet N 24 and N 27,INJURY,B8-048373
B8-048389,2018-06-01T14:45:00Z,2018-06-01T05:00:00Z,FLETCHER bet N 1 and N 7,INJURY,B8-048389
B8-048398,2018-06-01T14:35:00Z,2018-06-01T05:00:00Z,1350 N 48 at PARKING LOT,H&R,B8-048398
B8-048406,2018-06-01T16:04:00Z,2018-06-01T05:00:00Z,1404 INDIGO RD,No report,NA
B8-048415,2018-06-01T16:28:00Z,2018-06-01T05:00:00Z,N 9 at S,NA,B8-048415
B8-048418,2018-06-01T16:33:00Z,2018-06-01T05:00:00Z,1745 N 29TH ST,No report,NA
B8-048426,2018-06-01T19:00:00Z,2018-06-01T05:00:00Z,2045 S 17 at PARKING LOT,H&R,NA
B8-048427,2018-06-01T16:49:00Z,2018-06-01T05:00:00Z,VAN DORN bet S 52 and S 53,NA,B8-048427
B8-048429,2018-06-01T16:28:00Z,2018-06-01T05:00:00Z,NORMAL bet S 70 and VAN DORN,NA,B8-048429
B8-048431,2018-06-01T16:57:00Z,2018-06-01T05:00:00Z,N 27 at KNOX,NA,B8-048431
B8-048432,2018-06-01T17:00:00Z,2018-06-01T05:00:00Z,S 10 at HILL ST,NA,B8-048432
B8-048438,2018-06-01T00:00:00Z,2018-06-01T05:00:00Z,N 27 bet Q and R,H&R,NA
B8-048441,2018-06-01T16:00:00Z,2018-06-01T05:00:00Z,N 48 bet PIERCE and SUPERIOR,NA,NA
B8-048442,2018-06-01T17:28:00Z,2018-06-01T05:00:00Z,O bet 44 and 45,INJURY,B8-048442
B8-048444,2018-06-01T17:40:00Z,2018-06-01T05:00:00Z,HAVELOCK bet CORNHUSKER and TOUZALIN,NA,B8-048444
B8-048445,2018-06-01T17:30:00Z,2018-06-01T05:00:00Z,OLD CHENEY bet BRIAR ROSA and S 27,H&R,B8-048445
B8-048446,2018-06-01T17:13:00Z,2018-06-01T05:00:00Z,S 70 bet MONTEREY and SOUTH,INJURY,B8-048446
B8-048447,2018-06-01T17:33:00Z,2018-06-01T05:00:00Z,N 27 at R,INJURY,B8-048447
B8-048452,2018-06-01T17:39:00Z,2018-06-01T05:00:00Z,N 27 at R,INJURY,B8-048452
B8-048459,2018-06-01T17:55:00Z,2018-06-01T05:00:00Z,YANKEE HILL bet S 56 and S 59,NA,B8-048459
B8-048488,2018-06-01T19:34:00Z,2018-06-01T05:00:00Z,33 at O,INJURY,B8-048488
B8-048494,2018-06-01T19:50:00Z,2018-06-01T05:00:00Z,HAVELOCK bet CORNHUSKER and TOUZALIN,INJURY,NA
B8-048497,2018-06-01T20:00:00Z,2018-06-01T05:00:00Z,W VAN DORN bet FAIRVIEW CR and CITY LIMITS,NA,B8-048497
B8-048500,2018-06-01T20:00:00Z,2018-06-01T05:00:00Z,N 14 at SUPERIOR,NA,B8-048500
B8-048525,2018-06-01T21:53:00Z,2018-06-01T05:00:00Z,OLD CHENEY bet S 31 and S 34,NA,B8-048525
B8-048535,2018-06-01T00:00:00Z,2018-06-01T05:00:00Z,555 R at PARKING GARAGE,H&R,NA
B8-048536,2018-06-01T22:20:00Z,2018-06-01T05:00:00Z,13 at O,NA,B8-048536
B8-048537,2018-06-01T22:30:00Z,2018-06-01T05:00:00Z,N 27 bet CLINTON and HOLDREGE,INJURY,B8-048537
B8-048576,2018-06-01T23:58:00Z,2018-06-01T05:00:00Z,13 at O,INJURY,B8-048576
B8-048587,2018-06-02T00:40:00Z,2018-06-02T05:00:00Z,S 27 bet NEBR HWY and PICCADILLY,NA,NA
B8-048630,2018-06-02T06:25:00Z,2018-06-02T05:00:00Z,I 80 bet I 180 and N 14,NA,B8-048630
B8-048642,2018-06-02T00:00:00Z,2018-06-02T05:00:00Z,NEBR HWY bet CALVERT and PIONEERS,H&R,B8-048642
B8-048646,2018-06-02T08:00:00Z,2018-06-02T05:00:00Z,27 at O,NA,B8-048646
B8-048653,2018-06-02T00:00:00Z,2018-06-02T05:00:00Z,1150 N ST bet PARKING GARAGE and CENTER PARK,H&R,NA
B8-048663,2018-06-02T09:44:00Z,2018-06-02T05:00:00Z,N 9 bet Q and R,NA,B8-048663
B8-048674,2018-06-02T10:17:00Z,2018-06-02T05:00:00Z,OLD CHENEY bet HUNTS DR and CITY LIMITS,NA,B8-048674
B8-048685,2018-06-02T10:45:00Z,2018-06-02T05:00:00Z,ADAMS at N 35,NA,NA
B8-048689,2018-06-02T00:00:00Z,2018-06-02T05:00:00Z,at UNKNOWN,H&R,NA
B8-048690,2018-06-02T11:19:00Z,2018-06-02T05:00:00Z,N 48 bet TARGET DR and O,INJURY,B8-048690
B8-048691,2018-06-02T11:22:00Z,2018-06-02T05:00:00Z,S 27 at TIERRA,INJURY,B8-048691
B8-048692,2018-06-02T11:22:00Z,2018-06-02T05:00:00Z,S COTNER bet J and RANDOLPH,INJURY,B8-048692
B8-048700,2018-06-02T11:55:00Z,2018-06-02T05:00:00Z,S 33 bet J and RANDOLPH,NA,B8-048700
B8-048714,2018-06-02T12:36:00Z,2018-06-02T05:00:00Z,S 9 at PEACH,NA,B8-048714
B8-048715,2018-06-02T12:36:00Z,2018-06-02T05:00:00Z,N 48 at BALDWIN,NA,B8-048715
B8-048722,2018-06-02T13:25:00Z,2018-06-02T05:00:00Z,N 56 at HUNTINGTON,NA,NA
B8-048738,2018-06-02T14:20:00Z,2018-06-02T05:00:00Z,S 27 at J,NA,B8-048738
B8-048739,2018-06-02T14:14:00Z,2018-06-02T05:00:00Z,S 27 bet CINDY and OLD CHENEY,H&R,NA
B8-048740,2018-06-02T14:21:00Z,2018-06-02T05:00:00Z,APPLES WAY / 2 ; WB,NA,NA
B8-048766,2018-06-02T16:13:00Z,2018-06-02T05:00:00Z,A bet S 20 and S 21,NA,B8-048766
B8-048791,2018-06-02T17:34:00Z,2018-06-02T05:00:00Z,SUPER SAVER GROCERY @2525 PINE LAKE RD,No report,NA
B8-048802,2018-06-02T18:00:00Z,2018-06-02T05:00:00Z,2630 PINE LAKE at WALGREENS,H&R,NA
B8-048811,2018-06-02T16:50:00Z,2018-06-02T05:00:00Z,TICONDEROGA at N 27,INJURY,B8-048811
B8-048859,2018-06-02T21:40:00Z,2018-06-02T05:00:00Z,OLD CHENEY bet VANDERVOORT DR and NEBR HWY,H&R,NA
B8-048954,2018-06-03T05:15:00Z,2018-06-03T05:00:00Z,S 13 bet A and WASHINGTON,INJURY    H&R,B8-048954
B8-048959,2018-06-03T07:39:00Z,2018-06-03T05:00:00Z,S 84 bet WENDELL WAY and OLD CHENEY,NA,B8-048959
B8-048985,2018-06-03T00:00:00Z,2018-06-03T05:00:00Z,5551 S 48 at PARKING LOT,H&R,NA
B8-049015,2018-06-03T12:13:00Z,2018-06-03T05:00:00Z,S 27 at OLD CHENEY,NA,B8-049015
B8-049019,2018-06-03T00:00:00Z,2018-06-03T05:00:00Z,W SOUTH at SW 17,INJURY    H&R,NA
B8-049025,2018-06-03T12:56:00Z,2018-06-03T05:00:00Z,4120 S 48TH ST bet PARKING LOT and DAVINCI'S,H&R,NA
B8-049026,2018-06-03T13:07:00Z,2018-06-03T05:00:00Z,S 40TH ST / J ST,No report,NA
B8-049031,2018-06-03T13:25:00Z,2018-06-03T05:00:00Z,NW 9 bet W BELMONT and WESTWARD,NA,B8-049031
B8-049046,2018-06-03T15:08:00Z,2018-06-03T05:00:00Z,N 27 at T,INJURY,B8-049046
B8-049057,2018-06-03T15:55:00Z,2018-06-03T05:00:00Z,S 56 at YANKEE HILL,NA,B8-049057
B8-049062,2018-06-03T00:00:00Z,2018-06-03T05:00:00Z,at UNKNOWN,INJURY    H&R,NA
B8-049092,2018-06-03T17:54:00Z,2018-06-03T05:00:00Z,S 17 bet HARWOOD and SOUTH,NA,B8-049092
B8-049121,2018-06-03T19:12:00Z,2018-06-03T05:00:00Z,16 at O,INJURY,B8-049121
B8-049134,2018-06-03T19:39:00Z,2018-06-03T05:00:00Z,N 70 bet GARLAND and LEIGHTON,NA,B8-049134
B8-049146,2018-06-03T20:22:00Z,2018-06-03T05:00:00Z,S 17 at WASHINGTON,NA,B8-049146
B8-049155,2018-06-03T20:18:00Z,2018-06-03T05:00:00Z,NW 52 at W KNIGHT,H&R,NA
B8-049166,2018-06-03T22:00:00Z,2018-06-03T05:00:00Z,N 63 bet BALLARD and HAVELOCK,H&R,NA
B8-049191,2018-06-03T23:28:00Z,2018-06-03T05:00:00Z,at 375 FLETCHER,NA,B8-049191
B8-049238,2018-06-04T02:38:00Z,2018-06-04T05:00:00Z,CORNHUSKER bet HAVELOCK and HWY 77,H&R,B8-049238
B8-049253,2018-06-04T00:00:00Z,2018-06-04T05:00:00Z,S 16 bet F and G,NA,NA
B8-049258,2018-06-04T07:38:00Z,2018-06-04T05:00:00Z,NORTHWOODS DR / HOLDREGE ST ; JN,No report,NA
B8-049261,2018-06-04T07:40:00Z,2018-06-04T05:00:00Z,S 70 bet PINE LAKE and CITY LIMITS,INJURY,B8-049261
B8-049263,2018-06-04T07:57:00Z,2018-06-04T05:00:00Z,N 24 at SUPERIOR,NA,B8-049263
B8-049264,2018-06-04T08:03:00Z,2018-06-04T05:00:00Z,UNION BANK @1940 O ST ; PARKING LOT,No report,NA
B8-049266,2018-06-04T08:10:00Z,2018-06-04T05:00:00Z,O bet 56 and PIAZZA,NA,B8-049266
B8-049271,2018-06-04T08:18:00Z,2018-06-04T05:00:00Z,N 44 at MADISON,NA,NA
B8-049275,2018-06-04T00:00:00Z,2018-06-04T05:00:00Z,TIPPERARY bet CANTERBURY and ESSEX,H&R,NA
B8-049347,2018-06-04T12:32:00Z,2018-06-04T05:00:00Z,O ST / S 48TH ST ; JS IN FR OF WALGREENS,NA,NA
B8-049360,2018-06-04T00:00:00Z,2018-06-04T05:00:00Z,630 CAPITOL AVE bet PARKING LOT and CAPITOL VI,H&R,NA
B8-049363,2018-06-04T00:00:00Z,2018-06-04T05:00:00Z,CHARLESTON bet N 1 and SUN VALLEY,H&R,NA
B8-049364,2018-06-04T13:45:00Z,2018-06-04T05:00:00Z,8700 ANDERMATT bet PARKING LOT and WALMART,INJURY,NA
B8-049366,2018-06-04T14:00:00Z,2018-06-04T05:00:00Z,S 14 at OLD CHENEY,INJURY,B8-049366
B8-049382,2018-06-04T15:17:00Z,2018-06-04T05:00:00Z,S 13 at L,INJURY    H&R,NA
B8-049392,2018-06-04T15:35:00Z,2018-06-04T05:00:00Z,S 13 at G,INJURY,B8-049392
B8-049418,2018-06-04T16:43:00Z,2018-06-04T05:00:00Z,L bet S 14 and S 16,INJURY,B8-049418
B8-049419,2018-06-04T16:45:00Z,2018-06-04T05:00:00Z,CORNHUSKER bet N 20 and N 23,NA,B8-049419
B8-049433,2018-06-04T00:00:00Z,2018-06-04T05:00:00Z,233 N 48 bet PARKING LOT and SUPER SAVER,H&R,NA
B8-049439,2018-06-04T17:28:00Z,2018-06-04T05:00:00Z,N 70TH ST / ORCHARD ST ; JN,No report,NA
B8-049448,2018-06-04T17:15:00Z,2018-06-04T05:00:00Z,N 37 bet BALDWIN and HUNTINGTON,H&R,NA
B8-049449,2018-06-04T18:00:00Z,2018-06-04T05:00:00Z,S 17 bet DAKOTA and HIGH,H&R,NA
B8-049456,2018-06-04T18:06:00Z,2018-06-04T05:00:00Z,S 10 bet HIGH and VAN DORN,NA,B8-049456
B8-049457,2018-06-04T00:00:00Z,2018-06-04T05:00:00Z,at UNKNOWN,H&R,NA
B8-049469,2018-06-04T00:50:00Z,2018-06-04T05:00:00Z,at 635 J,NA,NA
B8-049470,2018-06-04T18:30:00Z,2018-06-04T05:00:00Z,N 27 at FAIRFIELD,NA,B8-049470
B8-049473,2018-06-04T18:41:00Z,2018-06-04T05:00:00Z,N 27 at KNOX,INJURY    H&R,NA
B8-049480,2018-06-04T18:45:00Z,2018-06-04T05:00:00Z,HAVELOCK at CORNHUSKER,INJURY,B8-049480
B8-049493,2018-06-04T19:45:00Z,2018-06-04T05:00:00Z,TETON bet ROCKHURST and S 70,INJURY,B8-049493
B8-049501,2018-06-04T20:15:00Z,2018-06-04T05:00:00Z,S 40 at SUMNER,NA,B8-049501
B8-049512,2018-06-04T20:40:00Z,2018-06-04T05:00:00Z,S 36 bet D and F,NA,B8-049512
B8-049581,2018-06-05T00:00:00Z,2018-06-05T05:00:00Z,at UNKNOWN,H&R,NA
B8-049660,2018-06-05T10:40:00Z,2018-06-05T05:00:00Z,N 27 bet T and VINE,INJURY,B8-049660
B8-049676,2018-06-05T11:35:00Z,2018-06-05T05:00:00Z,S 56 bet S COTNER and VALLEY,NA,B8-049676
B8-049684,2018-06-05T12:01:00Z,2018-06-05T05:00:00Z,2600B Y ST,No report,NA
B8-049687,2018-06-05T12:04:00Z,2018-06-05T05:00:00Z,O bet 46 and 48,NA,B8-049687
B8-049693,2018-06-05T12:05:00Z,2018-06-05T05:00:00Z,1200 N 10 at CASEYS,H&R,B8-049693
B8-049698,2018-06-05T12:41:00Z,2018-06-05T05:00:00Z,S 48 bet BRYSON and C,NA,B8-049698
B8-049712,2018-06-05T12:54:00Z,2018-06-05T05:00:00Z,S 56 bet BANCROFT and STOCKWELL,NA,NA
B8-049735,2018-06-05T14:40:00Z,2018-06-05T05:00:00Z,O bet 10 and 11,NA,B8-049735
B8-049738,2018-06-05T14:49:00Z,2018-06-05T05:00:00Z,S 33 at RANDOLPH,NA,B8-049738
B8-049747,2018-06-05T15:39:00Z,2018-06-05T05:00:00Z,OLD CHENEY bet S 31 and S 34,NA,NA
B8-049753,2018-06-05T15:52:00Z,2018-06-05T05:00:00Z,O bet 2 and 3,INJURY,B8-049753
B8-049757,2018-06-05T16:14:00Z,2018-06-05T05:00:00Z,HOLDREGE bet N 65 and N COTNER,NA,B8-049757
B8-049760,2018-06-05T16:15:00Z,2018-06-05T05:00:00Z,4711 BAIR at PARKING LOT,H&R,NA
B8-049761,2018-06-05T16:23:00Z,2018-06-05T05:00:00Z,N 9 bet Q and R,NA,B8-049761
B8-049779,2018-06-05T17:13:00Z,2018-06-05T05:00:00Z,LEIGHTON bet N 65 and N COTNER,NA,B8-049779
B8-049792,2018-06-05T17:34:00Z,2018-06-05T05:00:00Z,O bet 16 and 17,NA,B8-049792
B8-049797,2018-06-05T17:35:00Z,2018-06-05T05:00:00Z,N 48-N 49 bet BALDWIN-ST PAUL and ALLEY,NA,B8-049797
B8-049799,2018-06-05T00:00:00Z,2018-06-05T05:00:00Z,1709 WASHINGTON bet PARKING LOT and RUSS'S,H&R,NA
B8-049800,2018-06-05T00:00:00Z,2018-06-05T05:00:00Z,CORNHUSKER bet N 11 and N 14,H&R,NA
B8-049809,2018-06-05T00:00:00Z,2018-06-05T05:00:00Z,701 S 10 at PARKING LOT,H&R,NA
B8-049813,2018-06-05T18:05:00Z,2018-06-05T05:00:00Z,NORMAL bet S 39 and SOUTH,NA,B8-049813
B8-049840,2018-06-05T19:26:00Z,2018-06-05T05:00:00Z,S 48 bet F and RANDOLPH,NA,B8-049840
B8-049851,2018-06-05T00:00:00Z,2018-06-05T05:00:00Z,101 N 14 at PARKING GARAGE,H&R,NA
B8-049852,2018-06-05T20:02:00Z,2018-06-05T05:00:00Z,S 33 at NEBR HWY,NA,B8-049852
B8-049861,2018-06-05T20:37:00Z,2018-06-05T05:00:00Z,S 84 at PIONEERS,H&R,NA
B8-049864,2018-06-05T20:48:00Z,2018-06-05T05:00:00Z,4501 NW 51ST ST,No report,NA
B8-049876,2018-06-05T21:20:00Z,2018-06-05T05:00:00Z,N 9 at P,H&R,NA
B8-049888,2018-06-05T00:00:00Z,2018-06-05T05:00:00Z,at 1001 SOUTH,H&R,NA
B8-049899,2018-06-05T22:45:00Z,2018-06-05T05:00:00Z,N 14 at SUPERIOR,H&R,NA
B8-049970,2018-06-06T07:50:00Z,2018-06-06T05:00:00Z,CAPITOL PKWY at A,NA,B8-049970
B8-049978,2018-06-06T16:45:00Z,2018-06-06T05:00:00Z,S 40 bet LAKE and NORMAL,H&R,NA
B8-049983,2018-06-06T08:45:00Z,2018-06-06T05:00:00Z,S 10 bet L and M,H&R,NA
B8-050022,2018-06-06T11:08:00Z,2018-06-06T05:00:00Z,S 27TH ST / OLD CHENEY RD,NA,NA
B8-050026,2018-06-06T00:00:00Z,2018-06-06T05:00:00Z,at 1220 L,H&R,NA
B8-050038,2018-06-06T12:03:00Z,2018-06-06T05:00:00Z,M bet CENTENNIAL MALL and S 14,NA,B8-050038
B8-050041,2018-06-06T12:15:00Z,2018-06-06T05:00:00Z,PIONEERS bet S 56 and S 58,NA,B8-050041
B8-050068,2018-06-06T13:26:00Z,2018-06-06T05:00:00Z,S 70 at VAN DORN,INJURY,B8-050068
B8-050079,2018-06-06T14:05:00Z,2018-06-06T05:00:00Z,HOLDREGE bet N 65 and N COTNER,NA,B8-050079
B8-050095,2018-06-06T00:00:00Z,2018-06-06T05:00:00Z,VIRGINIA at N ANTELOPE VALL,H&R,B8-050095
B8-050122,2018-06-06T16:26:00Z,2018-06-06T05:00:00Z,S 16 at PROSPECT,NA,B8-050122
B8-050146,2018-06-06T17:31:00Z,2018-06-06T05:00:00Z,CHEAPEST DAMN CIGS @4821 CORNHUSKER HWY,No report,NA
B8-050147,2018-06-06T14:30:00Z,2018-06-06T05:00:00Z,at 500 W SOUTH,H&R,NA
B8-050150,2018-06-06T17:35:00Z,2018-06-06T05:00:00Z,S 70 at SOUTH,INJURY,B8-050150
B8-050154,2018-06-06T17:42:00Z,2018-06-06T05:00:00Z,7441 O at PARKING LOT,H&R,B8-050154
B8-050157,2018-06-06T17:52:00Z,2018-06-06T05:00:00Z,OLD CHENEY bet QUEENS and S 52,NA,B8-050157
B8-050158,2018-06-06T17:53:00Z,2018-06-06T05:00:00Z,N 27 bet T and VINE,NA,B8-050158
B8-050160,2018-06-06T17:58:00Z,2018-06-06T05:00:00Z,S 70 bet PIONEERS and STACY,NA,NA
B8-050161,2018-06-06T18:04:00Z,2018-06-06T05:00:00Z,N 11 at MANATT,NA,B8-050161
B8-050202,2018-06-06T21:05:00Z,2018-06-06T05:00:00Z,at 1930 G,H&R,B8-050202
B8-050203,2018-06-06T21:07:00Z,2018-06-06T05:00:00Z,SW 10 at W A,INJURY,B8-050203
B8-050210,2018-06-06T21:39:00Z,2018-06-06T05:00:00Z,1926 G ST,No report,NA
B8-050236,2018-06-06T23:15:00Z,2018-06-06T05:00:00Z,NEBR HWY bet PIONEERS and S 14,NA,B8-050236
B8-050274,2018-06-07T00:00:00Z,2018-06-07T05:00:00Z,S 67 bet BERNESE and PLUMWOOD,INJURY    H&R,B8-050274
B8-050313,2018-06-07T07:55:00Z,2018-06-07T05:00:00Z,N 84 at CORNHUSKER,NA,B8-050313
B8-050320,2018-06-07T08:00:00Z,2018-06-07T05:00:00Z,S 56 bet OLD CHENEY and NEBR HWY,NA,B8-050320
B8-050335,2018-06-07T09:16:00Z,2018-06-07T05:00:00Z,S 10 bet HILL ST and VAN DORN,NA,B8-050335
B8-050338,2018-06-07T09:25:00Z,2018-06-07T05:00:00Z,N 26 bet FOLKWAYS and KENSINGTON,INJURY,B8-050338
B8-050363,2018-06-07T10:49:00Z,2018-06-07T05:00:00Z,FAIRFAX at N COTNER,NA,B8-050363
B8-050371,2018-06-07T00:00:00Z,2018-06-07T05:00:00Z,N 23 bet DUDLEY and ORCHARD,H&R,NA
B8-050375,2018-06-07T00:00:00Z,2018-06-07T05:00:00Z,ROBERT bet RANDOLPH and SUNRISE,H&R,NA
B8-050407,2018-06-07T13:10:00Z,2018-06-07T05:00:00Z,CORNHUSKER bet N 20 and N 23,NA,B8-050407
B8-050410,2018-06-07T13:15:00Z,2018-06-07T05:00:00Z,S 27 bet A and B,NA,B8-050410
B8-050413,2018-06-07T13:33:00Z,2018-06-07T05:00:00Z,S 11 at M,NA,B8-050413
B8-050424,2018-06-07T13:54:00Z,2018-06-07T05:00:00Z,S 56 at PIONEERS,NA,NA
B8-050442,2018-06-07T14:48:00Z,2018-06-07T05:00:00Z,N 14 at CORNHUSKER,NA,B8-050442
B8-050452,2018-06-07T15:04:00Z,2018-06-07T05:00:00Z,N 3 bet KNOX and NELSON,NA,NA
B8-050465,2018-06-07T15:38:00Z,2018-06-07T05:00:00Z,S 27 at A,INJURY,NA
B8-050467,2018-06-07T15:48:00Z,2018-06-07T05:00:00Z,N 14 at YOLANDE,INJURY    H&R,B8-050467
B8-050475,2018-06-07T16:05:00Z,2018-06-07T05:00:00Z,CORNHUSKER bet HAVELOCK and HWY 77,INJURY,B8-050475
B8-050496,2018-06-07T17:00:00Z,2018-06-07T05:00:00Z,S 84 bet LANCASHIRE DR and SANDALWOOD,NA,B8-050496
B8-050498,2018-06-07T15:52:00Z,2018-06-07T05:00:00Z,at 575 S 10,NA,NA
B8-050504,2018-06-07T17:10:00Z,2018-06-07T05:00:00Z,N 48 bet TARGET DR and O,NA,B8-050504
B8-050506,2018-06-07T17:34:00Z,2018-06-07T05:00:00Z,SUPERIOR bet N 24 and N 27,NA,B8-050506
B8-050548,2018-06-07T19:35:00Z,2018-06-07T05:00:00Z,A bet S 16 and S 17,NA,B8-050548
B8-050551,2018-06-07T19:46:00Z,2018-06-07T05:00:00Z,N 86 bet LARSON and E AVON,INJURY,B8-050551
B8-050554,2018-06-07T19:56:00Z,2018-06-07T05:00:00Z,N 28TH ST / R ST ; Q ST / 29TH ST - ALLEY,No report,NA
B8-050562,2018-06-07T19:15:00Z,2018-06-07T05:00:00Z,N 11 at ADAMS,INJURY    H&R,NA
B8-050573,2018-06-07T20:22:00Z,2018-06-07T05:00:00Z,TALLGRASS PKWY at PENROSE DR,NA,NA
B8-050603,2018-06-07T22:23:00Z,2018-06-07T05:00:00Z,7617 STEVENS RIDGE RD,No report,NA
B8-050626,2018-06-07T23:28:00Z,2018-06-07T05:00:00Z,O bet 14 and CENTENNIAL MALL,H&R,NA
B8-050635,2018-06-07T22:44:00Z,2018-06-07T05:00:00Z,S 70 at A,H&R,NA
B8-050638,2018-06-07T23:53:00Z,2018-06-07T05:00:00Z,at 5029 CLEVELAND,NA,NA
B8-050684,2018-06-08T00:00:00Z,2018-06-08T05:00:00Z,N 14 bet P and Q,H&R,NA
B8-050690,2018-06-08T00:00:00Z,2018-06-08T05:00:00Z,NW 8 bet WESTWARD and W BRIDGER,H&R,NA
B8-050704,2018-06-08T07:44:00Z,2018-06-08T05:00:00Z,N 27 bet CORNHUSKER and KNOX,H&R,B8-050704
B8-050711,2018-06-08T00:00:00Z,2018-06-08T05:00:00Z,at 1440 STOCKWELL,H&R,NA
B8-050718,2018-06-08T09:00:00Z,2018-06-08T05:00:00Z,SHERIDAN bet SUMMIT and WOODSDALE,NA,NA
B8-050729,2018-06-08T09:42:00Z,2018-06-08T05:00:00Z,RANDOLPH bet MARSHALL and S 31,NA,B8-050729
B8-050765,2018-06-08T11:48:00Z,2018-06-08T05:00:00Z,PINE LAKE bet S 45 and BEAVER CREEK LN,NA,B8-050765
B8-050779,2018-06-08T00:00:00Z,2018-06-08T05:00:00Z,at 5801 N 33,H&R,NA
B8-050784,2018-06-08T09:50:00Z,2018-06-08T05:00:00Z,BALDWIN bet N 45 and N 46,NA,NA
B8-050805,2018-06-08T13:20:00Z,2018-06-08T05:00:00Z,PINE LAKE bet BEAVER CREEK LN and NORRIS LN,NA,B8-050805
B8-050811,2018-06-08T13:45:00Z,2018-06-08T05:00:00Z,FAIRFIELD bet N 25 and N 27,INJURY,B8-050811
